movie_title,rating,genre,in_theaters_date,on_streaming_date,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,audience_top_critics_count,audience_fresh_critics_count,audience_rotten_critics_count
National Lampoon's Loaded Weapon 1,PG-13,Comedy,1993-02-05,1999-12-21,82,Rotten,18,28,Spilled,49,43726,7,5,23
Sommersby,PG-13,"Drama, Mystery & Suspense, Romance",1993-02-05,1999-09-21,114,Fresh,62,26,Upright,60,13516,7,16,10
Dead Alive,R,"Comedy, Horror, Science Fiction & Fantasy",1993-02-12,1998-09-08,101,Certified Fresh,88,40,Upright,87,64514,7,35,5
Groundhog Day,PG,"Comedy, Science Fiction & Fantasy, Special Interest, Romance",1993-02-12,2002-01-29,102,Certified Fresh,96,78,Upright,88,416342,18,75,3
Army of Darkness,R,"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy",1993-02-19,2002-08-06,81,Fresh,73,48,Upright,87,218491,6,35,13
El Mariachi,R,"Action & Adventure, Art House & International, Drama",1993-02-26,2003-08-26,97,Fresh,93,28,Upright,76,54713,7,26,2
Falling Down,R,"Action & Adventure, Drama, Mystery & Suspense",1993-02-26,2009-05-26,112,Certified Fresh,74,53,Upright,84,92397,12,39,14
Swing Kids,PG-13,"Drama, Musical & Performing Arts",1993-03-05,2002-09-03,114,Rotten,53,17,Upright,79,27930,4,9,8
CB4,R,Comedy,1993-03-12,2003-01-14,88,Rotten,55,22,Upright,62,10461,9,12,10
Fire in the Sky,PG-13,"Drama, Mystery & Suspense, Science Fiction & Fantasy",1993-03-12,2004-10-19,109,Rotten,42,19,Spilled,57,20746,4,8,11
The Secret Garden,G,"Drama, Kids & Family",1993-03-18,2000-01-01,103,Certified Fresh,88,42,Upright,80,195080,17,37,5
Point of No Return (The Assassin),R,"Action & Adventure, Drama, Mystery & Suspense",1993-03-19,2003-08-19,108,Rotten,50,24,Spilled,50,30159,5,12,12
Teenage Mutant Ninja Turtles III,PG,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",1993-03-19,2002-09-03,96,Rotten,23,31,Spilled,34,92008,7,7,24
The Sandlot,PG,"Comedy, Drama, Kids & Family, Sports & Fitness",1993-04-01,2002-01-29,101,Fresh,61,54,Upright,89,261354,14,33,21
The Crush,R,"Drama, Mystery & Suspense",1993-04-02,2006-08-29,87,Rotten,25,28,Spilled,41,20251,4,7,21
The Adventures of Huck Finn,PG,"Action & Adventure, Drama, Kids & Family",1993-04-02,2002-01-15,108,Fresh,73,15,Spilled,50,20393,4,11,4
Cop & 1/2,PG,"Comedy, Kids & Family",1993-04-02,1999-01-05,93,Rotten,14,14,Spilled,35,24681,3,2,12
Indecent Proposal,R,Drama,1993-04-07,2002-04-16,117,Rotten,34,44,Spilled,47,46358,5,15,29
Boiling Point,R,"Action & Adventure, Art House & International, Drama, Mystery & Suspense",1993-04-16,1998-10-06,92,Rotten,18,11,Spilled,21,10265,1,2,9
Much Ado About Nothing,PG-13,"Comedy, Drama, Romance",1993-05-07,1998-01-01,110,Certified Fresh,90,48,Upright,86,51435,11,43,5
Dave,PG-13,"Comedy, Romance",1993-05-07,1998-04-28,110,Certified Fresh,95,59,Upright,72,42774,21,56,3
Dragon: The Bruce Lee Story,PG-13,"Action & Adventure, Drama",1993-05-07,2000-11-02,120,Fresh,71,21,Upright,79,57765,4,15,6
Hot Shots! Part Deux,PG-13,"Action & Adventure, Comedy",1993-05-21,2002-08-06,89,Rotten,57,30,Upright,63,87534,8,17,13
Sliver,R,"Drama, Mystery & Suspense, Romance",1993-05-21,2006-03-28,106,Rotten,11,27,Spilled,28,17490,4,3,24
Menace II Society,R,"Action & Adventure, Drama",1993-05-26,2001-07-03,104,Fresh,84,37,Upright,93,62649,9,31,6
Made in America,PG-13,Comedy,1993-05-28,1998-10-06,110,Rotten,31,29,Spilled,30,42387,3,9,20
Cliffhanger,R,Action & Adventure,1993-05-28,1997-11-11,113,Fresh,68,53,Spilled,52,182855,20,36,17
Sniper,R,Action & Adventure,1993-06-01,2001-03-06,98,Rotten,38,13,Spilled,56,20709,2,5,8
The Vanishing,R,Mystery & Suspense,1993-06-01,2004-09-07,110,Rotten,47,36,Spilled,46,15478,8,17,19
The Firm,R,"Drama, Mystery & Suspense",1993-06-01,2000-05-23,154,Certified Fresh,75,55,Upright,64,67852,11,41,14
Ace Ventura: Pet Detective,PG-13,"Action & Adventure, Comedy",1993-06-01,1997-09-11,86,Rotten,47,59,Spilled,57,33204120,12,28,31
Highlander III: The Sorcerer (Highlander: The Final Dimension),R,"Action & Adventure, Science Fiction & Fantasy, Television",1993-06-01,1998-06-16,99,Rotten,5,20,Spilled,28,39147,6,1,19
Reality Bites,PG-13,"Comedy, Drama, Romance",1993-06-01,1998-07-21,99,Fresh,66,56,Upright,74,53108,17,37,19
What's Love Got To Do With It?,R,"Drama, Musical & Performing Arts",1993-06-09,2002-06-04,118,Certified Fresh,96,53,Upright,88,52250,16,51,2
Jurassic Park,PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",1993-06-11,2000-10-10,126,Certified Fresh,91,124,Upright,91,1070290,31,113,11
Last Action Hero,PG-13,"Action & Adventure, Comedy, Science Fiction & Fantasy",1993-06-18,1997-09-16,131,Rotten,36,47,Spilled,47,196818,7,17,30
Dennis the Menace,PG,"Comedy, Kids & Family",1993-06-25,2003-01-28,94,Rotten,27,26,Spilled,38,256411,9,7,19
Son-in-Law,PG-13,Comedy,1993-07-02,2001-05-15,95,Rotten,21,19,Spilled,58,54566,4,4,15
In the Line of Fire,R,"Action & Adventure, Mystery & Suspense",1993-07-09,1997-04-29,127,Certified Fresh,96,67,Upright,79,54985,20,64,3
Free Willy,PG,"Action & Adventure, Drama, Kids & Family",1993-07-16,2001-06-05,112,Rotten,58,24,Spilled,50,721043,6,14,10
Hocus Pocus,PG,"Comedy, Kids & Family, Science Fiction & Fantasy",1993-07-16,2003-04-22,95,Rotten,33,49,Upright,71,346210,15,16,33
The Thing Called Love,PG-13,"Comedy, Drama, Musical & Performing Arts, Romance",1993-07-16,2006-03-07,116,Rotten,57,21,Upright,70,10189,5,12,9
Another Stakeout,PG-13,"Action & Adventure, Comedy",1993-07-23,2002-08-13,110,Rotten,13,24,Spilled,28,19527,4,3,21
Coneheads,PG,"Comedy, Science Fiction & Fantasy",1993-07-23,2001-04-17,88,Rotten,35,31,Spilled,37,203433,9,11,20
Poetic Justice,R,Drama,1993-07-23,2001-05-08,104,Rotten,37,30,Upright,84,38414,11,11,19
Robin Hood: Men in Tights,PG-13,Comedy,1993-07-28,2006-04-04,105,Rotten,40,42,Upright,81,322698,11,17,25
Rising Sun,R,"Action & Adventure, Drama, Mystery & Suspense",1993-07-30,2000-06-20,129,Rotten,33,40,Spilled,39,35815,14,13,27
So I Married an Axe Murderer,PG-13,"Comedy, Romance",1993-07-30,1999-06-01,93,Rotten,54,37,Upright,68,203176,10,20,17
The Fugitive,PG-13,"Action & Adventure, Drama, Mystery & Suspense",1993-08-06,1998-11-24,130,Certified Fresh,96,75,Upright,89,267605,19,72,3
Jason Goes to Hell - The Final Friday,R,Horror,1993-08-13,2002-10-08,89,Rotten,24,17,Spilled,24,59509,2,4,13
Searching for Bobby Fischer,PG,Drama,1993-08-14,2000-07-11,109,Certified Fresh,100,43,Upright,86,22594,13,43,0
Manhattan Murder Mystery,PG,"Comedy, Mystery & Suspense",1993-08-18,1998-12-15,107,Fresh,93,29,Upright,84,18035,8,27,2
The Man Without a Face,PG-13,Drama,1993-08-25,2004-02-24,114,Fresh,65,23,Upright,64,44814,5,15,8
Needful Things,R,Horror,1993-08-27,1998-12-22,120,Rotten,31,26,Spilled,44,17065,4,8,18
Kalifornia,R,"Action & Adventure, Drama, Mystery & Suspense",1993-09-03,1997-10-28,125,Rotten,58,31,Upright,64,46853,4,18,13
The Joy Luck Club,R,"Drama, Romance",1993-09-08,2002-06-04,135,Fresh,86,36,Upright,89,27685,7,31,5
True Romance,R,"Action & Adventure, Drama, Mystery & Suspense",1993-09-10,1997-09-30,116,Certified Fresh,92,53,Upright,93,192233,13,49,4
Striking Distance,R,"Action & Adventure, Mystery & Suspense",1993-09-17,2001-03-06,101,Rotten,17,23,Spilled,35,27209,4,4,19
Dazed and Confused,R,Comedy,1993-09-24,1998-06-30,103,Certified Fresh,91,57,Upright,90,236146,11,52,5
The Good Son,R,"Drama, Mystery & Suspense",1993-09-24,2004-02-03,87,Rotten,26,27,Spilled,54,52855,9,7,20
The Program,R,"Action & Adventure, Drama",1993-09-24,2005-03-29,117,Rotten,43,21,Upright,80,12012,8,9,12
Cool Runnings,PG,Comedy,1993-10-01,2001-07-17,98,Fresh,77,35,Upright,81,532908,8,27,8
The Age of Innocence,PG,"Drama, Romance",1993-10-01,2001-11-06,138,Certified Fresh,83,54,Upright,75,23859,13,45,9
Malice,R,"Drama, Mystery & Suspense",1993-10-01,1998-12-22,107,Rotten,59,29,Spilled,46,11410,7,17,12
Gettysburg,PG,"Classics, Drama",1993-10-08,2000-12-05,271,Fresh,80,20,Upright,89,29339,6,16,4
Demolition Man,R,"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy",1993-10-08,1997-09-30,115,Fresh,62,39,Upright,66,270361,11,24,15
Mr. Nanny,PG,"Action & Adventure, Comedy, Kids & Family",1993-10-08,2002-09-03,85,Rotten,7,14,Spilled,33,40875,4,1,13
Rudy,PG,"Drama, Kids & Family",1993-10-13,2001-08-28,114,Certified Fresh,78,46,Upright,90,127216,14,36,10
The Nightmare Before Christmas,PG,"Animation, Kids & Family, Science Fiction & Fantasy",1993-10-24,1997-12-02,76,Certified Fresh,95,94,Upright,91,968130,25,89,5
Look Who's Talking Now,PG-13,"Comedy, Kids & Family",1993-11-05,2002-06-11,95,Rotten,0,25,Spilled,29,185860,7,0,25
The Remains of the Day,PG,"Drama, Romance",1993-11-05,2001-11-06,134,Certified Fresh,95,40,Upright,90,24288,9,38,2
RoboCop 3,PG-13,"Action & Adventure, Science Fiction & Fantasy",1993-11-05,1997-10-22,105,Rotten,3,30,Spilled,14,58163,7,1,29
The Three Musketeers,PG,"Action & Adventure, Comedy, Kids & Family, Romance",1993-11-12,2001-07-17,105,Rotten,31,26,Upright,62,169731,4,8,18
My Life,PG-13,Drama,1993-11-12,2001-04-24,117,Rotten,42,24,Upright,74,17687,7,10,14
Addams Family Values,PG-13,"Comedy, Horror",1993-11-19,2000-02-22,94,Certified Fresh,76,50,Upright,63,386611,15,38,12
The Piano,R,"Art House & International, Drama, Romance",1993-11-19,1998-01-13,121,Certified Fresh,92,60,Upright,86,48415,15,55,5
Mrs. Doubtfire,PG-13,"Comedy, Drama, Kids & Family",1993-11-24,1999-10-05,126,Fresh,71,49,Upright,77,1029182,9,35,14
A Perfect World,PG-13,Drama,1993-11-24,2002-10-01,138,Fresh,79,33,Upright,84,41900,7,26,7
Three Colors: Blue (Trois Couleurs: Bleu),R,"Art House & International, Drama, Mystery & Suspense, Romance",1993-12-05,2003-03-04,98,Certified Fresh,98,44,Upright,93,38550,6,43,1
Sister Act 2: Back in the Habit,PG,Comedy,1993-12-10,2001-02-20,106,Rotten,7,30,Upright,61,395116,9,2,28
Six Degrees of Separation,R,"Comedy, Drama",1993-12-10,2000-08-15,112,Fresh,88,32,Upright,71,16651,5,28,4
Wayne's World 2,PG-13,Comedy,1993-12-10,2001-07-10,94,Fresh,61,44,Upright,63,294696,8,27,17
Schindler's List,R,Drama,1993-12-15,2004-03-09,196,Certified Fresh,97,95,Upright,97,411166,22,92,3
The Pelican Brief,PG-13,"Drama, Mystery & Suspense",1993-12-17,1997-08-27,142,Rotten,53,53,Upright,61,75593,9,28,25
Philadelphia,PG-13,Drama,1993-12-22,1997-09-09,125,Certified Fresh,80,54,Upright,89,183207,10,43,11
Batman: Mask of the Phantasm,PG,"Action & Adventure, Animation, Kids & Family, Mystery & Suspense",1993-12-24,1999-12-21,80,Fresh,84,31,Upright,88,71770,5,26,5
Grumpy Old Men,PG-13,"Comedy, Drama",1993-12-24,1997-08-27,103,Fresh,63,40,Upright,74,154163,7,25,15
Shadowlands,PG,"Drama, Romance",1993-12-25,1999-04-13,131,Fresh,97,30,Upright,89,10034,7,29,1
What's Eating Gilbert Grape,PG-13,Drama,1993-12-25,2001-11-17,117,Certified Fresh,90,49,Upright,89,301546,11,44,5
In the Name of the Father,R,Drama,1993-12-29,1998-07-07,133,Certified Fresh,94,50,Upright,95,41268,17,47,3
The Crow,R,"Action & Adventure, Science Fiction & Fantasy",1994-01-01,1998-01-01,101,Certified Fresh,82,55,Upright,90,377135,14,45,10
The Hudsucker Proxy,PG,Comedy,1994-01-01,1999-05-18,110,Rotten,56,41,Upright,79,43179,11,23,18
Trapped in Paradise,PG-13,Comedy,1994-01-01,2004-06-01,111,Rotten,10,20,Spilled,40,11723,8,2,18
Cabin Boy,PG-13,Comedy,1994-01-07,2002-09-03,81,Rotten,46,26,Spilled,41,11650,3,12,14
The Air Up There,PG,"Action & Adventure, Comedy",1994-01-07,2003-11-11,108,Rotten,21,28,Spilled,35,19843,8,6,22
The Legend of Drunken Master (Jui kuen II) (Drunken Fist II),R,"Action & Adventure, Art House & International, Comedy",1994-02-03,2001-03-20,102,Certified Fresh,83,75,Upright,88,51620,26,62,13
"My Father, the Hero",PG,Comedy,1994-02-04,2003-04-08,90,Rotten,14,14,Spilled,54,14292,3,2,12
Blank Check,PG,"Comedy, Kids & Family",1994-02-11,2003-03-04,100,Rotten,9,11,Spilled,35,96301,1,1,10
On Deadly Ground,R,"Action & Adventure, Mystery & Suspense",1994-02-18,1999-05-18,101,Rotten,10,30,Spilled,35,32943,9,3,27
8 Seconds,PG-13,"Drama, Romance",1994-02-25,1999-08-15,104,Rotten,31,13,Upright,94,56343,3,4,9
Four Weddings and a Funeral,R,"Comedy, Drama, Romance",1994-03-09,1999-09-07,116,Certified Fresh,96,67,Upright,74,184938,16,64,3
The Ref,R,"Comedy, Drama",1994-03-09,2003-03-04,93,Certified Fresh,72,54,Upright,73,26979,14,39,15
Guarding Tess,PG-13,"Comedy, Mystery & Suspense",1994-03-11,1998-04-14,95,Rotten,57,35,Spilled,48,19721,9,20,15
Monkey Trouble,PG,"Comedy, Kids & Family",1994-03-18,2002-09-03,95,Rotten,50,12,Spilled,41,29267,2,6,6
The Naked Gun 33 1/3: The Final Insult,PG-13,Comedy,1994-03-18,2000-08-15,90,Rotten,54,35,Spilled,53,125734,7,19,16
Above the Rim,R,Drama,1994-03-23,2004-06-01,93,Rotten,53,19,Upright,83,30675,8,10,9
D2: The Mighty Ducks,PG,"Comedy, Kids & Family",1994-03-25,2002-09-03,106,Rotten,20,15,Spilled,59,347346,1,3,12
Thumbelina,G,"Animation, Kids & Family",1994-03-30,1999-09-21,94,Rotten,30,10,Upright,67,60031,2,3,7
Major League II,PG,Comedy,1994-03-30,2000-05-16,105,Rotten,5,21,Spilled,45,47061,6,1,20
Leprechaun 2,R,"Comedy, Horror",1994-04-08,1999-01-05,85,Rotten,0,16,Spilled,28,16256,1,0,16
Serial Mom,R,"Comedy, Drama, Horror",1994-04-13,1999-07-13,93,Fresh,63,49,Upright,72,48225,10,31,18
Bad Girls,R,"Action & Adventure, Western",1994-04-22,2005-02-01,99,Rotten,9,22,Spilled,40,50666,5,2,20
When a Man Loves a Woman,R,"Comedy, Drama, Romance",1994-04-29,2000-02-15,124,Fresh,71,21,Upright,78,41255,4,15,6
With Honors,PG-13,"Comedy, Drama",1994-04-29,1999-05-18,100,Rotten,17,24,Upright,73,20987,4,4,20
3 Ninjas Kick Back,PG,"Action & Adventure, Comedy, Kids & Family",1994-05-06,2001-08-07,99,Rotten,15,13,Spilled,40,72947,7,2,11
Crooklyn,PG-13,Comedy,1994-05-13,1999-02-23,114,Fresh,77,30,Upright,90,11358,10,23,7
Maverick,PG-13,"Action & Adventure, Comedy, Western",1994-05-20,1997-08-27,129,Fresh,66,53,Upright,71,160955,15,35,18
The Return of Jafar,G,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",1994-05-20,2005-01-18,66,Rotten,33,12,Spilled,40,90316,1,4,8
Beverly Hills Cop III,R,"Action & Adventure, Comedy",1994-05-25,2002-01-29,109,Rotten,10,50,Spilled,35,204982,17,5,45
The Flintstones,PG,"Comedy, Kids & Family",1994-05-25,1999-03-16,91,Rotten,22,45,Spilled,24,261064,10,10,35
Beethoven's 2nd,PG,"Action & Adventure, Comedy, Kids & Family",1994-06-01,1998-07-21,89,Rotten,23,13,Spilled,30,68657,2,3,10
Candyman: Farewell to the Flesh,R,Horror,1994-06-01,2001-08-28,94,Rotten,28,18,Spilled,30,51567,2,5,13
Cronos,R,"Art House & International, Drama, Horror, Mystery & Suspense",1994-06-01,1994-10-26,96,Certified Fresh,90,52,Upright,70,12966,10,47,5
Don Juan DeMarco,PG-13,"Comedy, Drama, Romance",1994-06-01,1998-01-01,90,Fresh,69,36,Upright,68,63837,11,25,11
Higher Learning,R,Drama,1994-06-01,2001-07-03,126,Rotten,45,40,Upright,74,20706,13,18,22
Major Payne,PG-13,Comedy,1994-06-01,1999-01-05,97,Rotten,33,12,Upright,68,162790,3,4,8
Murder in the First,R,"Drama, Mystery & Suspense",1994-06-01,1999-06-22,123,Rotten,50,36,Upright,80,21984,11,18,18
The Swan Princess,G,"Animation, Comedy, Kids & Family",1994-06-01,2004-03-30,90,Rotten,55,11,Upright,66,53240,3,6,5
Renaissance Man,PG-13,Comedy,1994-06-03,2003-07-01,129,Rotten,12,25,Spilled,52,30509,9,3,22
City Slickers 2 - The Legend of Curly's Gold,PG-13,"Action & Adventure, Comedy, Western",1994-06-10,2003-04-01,116,Rotten,18,22,Spilled,31,61828,4,4,18
Speed,R,"Action & Adventure, Mystery & Suspense",1994-06-10,1998-11-03,115,Certified Fresh,94,63,Upright,76,668638,20,59,4
Three Colors: White (Trois Couleurs: Blanc),R,"Art House & International, Comedy, Drama",1994-06-10,2003-03-04,93,Certified Fresh,89,44,Upright,87,19906,13,39,5
The Lion King,G,"Action & Adventure, Animation, Drama, Kids & Family, Musical & Performing Arts",1994-06-15,2003-10-07,87,Certified Fresh,93,128,Upright,93,1269333,27,119,9
Getting Even With Dad,PG,"Comedy, Drama, Kids & Family",1994-06-17,2001-03-06,108,Rotten,3,30,Spilled,25,17464,13,1,29
Wyatt Earp,PG-13,"Action & Adventure, Drama, Western",1994-06-24,2004-05-18,192,Rotten,44,27,Upright,61,50163,3,12,15
I Love Trouble,PG,"Action & Adventure, Comedy, Mystery & Suspense, Romance",1994-06-29,2001-02-20,123,Rotten,22,46,Spilled,33,20347,15,10,36
Little Big League,PG,"Comedy, Kids & Family",1994-06-29,2002-09-03,119,Rotten,31,16,Spilled,53,20540,3,5,11
Blown Away,R,"Action & Adventure, Drama, Mystery & Suspense",1994-07-01,2001-05-15,121,Rotten,32,19,Spilled,40,31869,3,6,13
The Shadow,PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",1994-07-01,1998-11-01,108,Rotten,36,47,Spilled,44,32192,10,17,30
Baby's Day Out,PG,"Comedy, Kids & Family",1994-07-01,2002-01-29,99,Rotten,20,15,Spilled,52,186210,4,3,12
Forrest Gump,PG-13,"Comedy, Drama, Romance",1994-07-06,2001-08-28,142,Fresh,72,98,Upright,95,1244237,28,71,27
The Client,PG-13,"Action & Adventure, Drama, Mystery & Suspense",1994-07-20,1997-12-16,120,Fresh,78,36,Upright,69,55707,8,28,8
North,PG,"Comedy, Drama, Kids & Family, Science Fiction & Fantasy",1994-07-22,1995-01-04,88,Rotten,14,35,Spilled,27,13561,13,5,30
Black Beauty,G,"Action & Adventure, Drama, Kids & Family",1994-07-29,2001-06-05,87,Fresh,80,15,Upright,76,74328,8,12,3
The Mask,PG-13,"Action & Adventure, Comedy, Science Fiction & Fantasy",1994-07-29,2001-02-06,101,Certified Fresh,77,52,Upright,67,994480,16,40,12
It Could Happen to You,PG,"Comedy, Drama, Romance",1994-07-29,2001-10-30,102,Fresh,71,34,Spilled,54,47805,9,24,10
Clear and Present Danger,PG-13,"Action & Adventure, Drama, Mystery & Suspense",1994-08-03,1998-10-20,141,Certified Fresh,80,41,Upright,74,61686,10,33,8
The Little Rascals,PG,"Comedy, Kids & Family",1994-08-05,1999-02-23,98,Rotten,23,13,Upright,70,228106,1,3,10
"The Adventures of Priscilla, Queen of the Desert",R,"Comedy, Drama",1994-08-10,1997-11-24,102,Certified Fresh,95,44,Upright,88,44428,15,42,2
"Corrina, Corrina",PG,"Comedy, Drama, Romance",1994-08-12,1999-12-21,111,Rotten,39,18,Upright,69,48314,4,7,11
In the Army Now,PG,"Action & Adventure, Comedy",1994-08-12,2004-02-03,93,Rotten,6,32,Spilled,44,44250,10,2,30
The Next Karate Kid,PG,"Action & Adventure, Kids & Family",1994-08-12,2001-08-28,107,Rotten,7,27,Spilled,24,60984,8,2,25
Blankman,PG-13,"Action & Adventure, Comedy",1994-08-19,2002-01-08,96,Rotten,13,15,Spilled,40,29013,3,2,13
Color of Night,R,"Drama, Mystery & Suspense",1994-08-19,2001-05-15,121,Rotten,21,47,Spilled,30,17073,14,10,37
Camp Nowhere,PG,"Action & Adventure, Comedy, Kids & Family",1994-08-26,2003-08-05,96,Rotten,18,11,Spilled,58,28251,2,2,9
Natural Born Killers,R,"Action & Adventure, Drama, Mystery & Suspense",1994-08-26,2000-01-25,119,Rotten,47,38,Upright,81,217286,9,18,20
Police Academy 7: Mission to Moscow,PG,Comedy,1994-08-26,2004-04-06,83,Rotten,0,7,Spilled,22,38354,2,0,7
Milk Money,PG-13,"Comedy, Romance",1994-08-30,2003-09-09,108,Rotten,8,39,Spilled,37,18049,15,3,36
Killing Zoe,R,"Action & Adventure, Drama, Mystery & Suspense",1994-08-31,2000-08-15,96,Rotten,36,28,Upright,64,12896,4,10,18
A Simple Twist of Fate,PG-13,"Comedy, Drama",1994-09-02,2003-05-06,106,Rotten,43,21,Spilled,57,10139,4,9,12
The Shawshank Redemption,R,Drama,1994-09-10,1998-01-27,142,Certified Fresh,90,71,Upright,98,885508,19,64,7
Quiz Show,PG-13,Drama,1994-09-14,2001-03-06,130,Certified Fresh,96,55,Upright,87,31553,15,53,2
Timecop,R,"Action & Adventure, Science Fiction & Fantasy",1994-09-16,1998-01-20,98,Rotten,45,42,Spilled,36,57670,13,19,23
Pulp Fiction,R,Drama,1994-09-23,1998-05-19,154,Certified Fresh,92,101,Upright,96,1126774,31,93,8
Terminal Velocity,PG-13,"Action & Adventure, Mystery & Suspense",1994-09-23,2001-08-28,100,Rotten,20,25,Spilled,22,12368,5,5,20
Ed Wood,R,"Comedy, Drama",1994-09-28,2002-08-13,124,Certified Fresh,92,63,Upright,88,107157,14,58,5
The River Wild,PG-13,"Action & Adventure, Drama, Mystery & Suspense",1994-09-30,1998-11-01,112,Rotten,56,32,Spilled,51,46902,8,18,14
Only You,PG,"Comedy, Romance",1994-10-07,2004-01-20,108,Rotten,52,33,Upright,68,21735,10,17,16
The Specialist,R,"Action & Adventure, Drama, Mystery & Suspense",1994-10-07,1998-02-24,101,Rotten,7,28,Spilled,29,41486,7,2,26
Texas Chainsaw Massacre: The Next Generation,R,Horror,1994-10-07,1999-07-20,87,Rotten,14,35,Spilled,18,31053,5,5,30
Hoop Dreams,PG-13,"Documentary, Special Interest, Sports & Fitness",1994-10-14,2000-05-09,171,Certified Fresh,98,57,Upright,93,12576,16,56,1
Little Giants,PG,"Comedy, Kids & Family",1994-10-14,2003-07-08,105,Rotten,36,11,Upright,63,59363,1,4,7
Wes Craven's New Nightmare,R,"Horror, Mystery & Suspense",1994-10-14,2001-08-21,112,Certified Fresh,80,40,Upright,66,63726,11,32,8
Clerks,R,"Comedy, Cult Movies, Drama",1994-10-19,1999-06-29,92,Certified Fresh,88,52,Upright,89,285302,12,46,6
Stargate,PG-13,"Action & Adventure, Science Fiction & Fantasy",1994-10-28,1997-06-17,125,Rotten,51,45,Upright,73,192492,8,23,22
Double Dragon,PG-13,"Action & Adventure, Science Fiction & Fantasy",1994-11-04,1999-01-15,96,Rotten,13,15,Spilled,26,29937,4,2,13
Mary Shelley's Frankenstein,R,Horror,1994-11-04,2001-08-07,118,Rotten,39,41,Spilled,49,53567,9,16,25
The War,PG-13,"Action & Adventure, Drama",1994-11-04,1999-04-13,126,Rotten,25,16,Upright,73,17368,4,4,12
Interview with the Vampire,R,"Horror, Science Fiction & Fantasy, Romance",1994-11-11,1997-08-28,122,Fresh,62,52,Upright,86,447223,12,32,20
Heavenly Creatures,R,"Drama, Science Fiction & Fantasy, Romance",1994-11-16,2002-09-24,98,Certified Fresh,92,50,Upright,83,40070,13,46,4
Léon: The Professional,R,"Action & Adventure, Drama, Mystery & Suspense",1994-11-18,2000-08-15,104,Certified Fresh,72,61,Upright,95,274011,17,44,17
